Schooling,Year, thinness  1-19 years, thinness 5-9 years,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles ,Income composition of resources,under-five deaths ,Polio,Total expenditure,Population, HIV/AIDS,GDP,Life
,2008,5.4,5.4,164,9,3.16,0,92,8,,12,98,,,0.1,,68.6
,2007,5.5,5.5,166,9,3.13,0,92,3550,,12,99,,,0.1,,68.5
,2006,5.6,5.6,165,10,3.28,0,96,0,,12,98,,,0.1,,68.5
,2005,5.7,5.7,165,10,3.21,0,92,0,,13,97,,,0.1,,68.5
,2004,5.7,5.7,165,11,3.13,0,98,0,,14,99,,,0.1,,68.4
,2003,5.8,5.8,165,12,3.13,0,27,0,,15,99,,,0.1,,68.1
,2002,5.9,5.9,167,14,3.08,0,,0,,18,99,,,0.1,,67.6
,2001,5.9,6,177,16,2.53,0,,0,,21,98,,,0.1,,66.6
,2000,6,6,192,18,3.52,0,,0,,25,93,,,0.1,,65.4
,2015,9.5,9.3,258,236,,0,81,5020,,308,78,,,1.1,,59.8
,2014,9.7,9.5,266,237,0.01,0,8,33711,,312,79,4.33,,1.1,,59.3
,2013,9.9,9.6,272,238,0.01,0,74,88381,,314,74,3.89,,1.2,,58.8
,2012,1,9.8,277,239,0.01,0,75,72029,,317,76,3.77,,1.5,,58.3
,2011,1.2,1,278,239,1.82,0,74,133802,,319,77,3.53,,1.6,,57.9
,2010,1.4,1.2,283,239,1.81,0,6,5407,,321,76,4.4,,1.6,,57.4
,2009,1.6,1.4,292,238,2.13,0,72,57,,323,78,5.61,,1.7,,56.7
,2008,1.8,1.7,295,237,2.09,0,65,12461,,324,64,4.46,,1.8,,56.3
,2007,11.1,1.9,299,236,1.52,0,7,55577,,326,72,3.61,,1.9,,55.7
,2006,11.3,11.1,36,235,1.53,0,,80123,,327,62,3.39,,2,,55
,2005,11.5,11.3,314,233,1.43,0,,182485,,329,6,3.14,,2,,54.3
,2004,11.7,11.5,323,232,1.44,0,,44934,,330,52,3.34,,2.1,,53.5
,2003,11.9,11.7,332,231,1.83,0,,21956,,331,47,3.2,,2.2,,52.8
,2002,12.1,11.9,341,229,1.85,0,,30466,,331,4,2.59,,2.4,,52.1
,2001,12.2,12.1,34,227,1.9,0,,8072,,332,3,2.67,,2.4,,51.8
,2000,12.4,12.3,346,226,1.98,0,,8282,,332,42,1.45,,2.5,,51.3
19.2,2015,1.1,0.9,71,0,,0,,9,0.923,0,93,,5683483,0.1,5314.64416,86
19.2,2014,1.1,0.9,73,0,9.64,10468.76292,,27,0.926,0,94,1.8,5643475,0.1,62425.5392,84
18.7,2013,1.1,0.9,75,0,9.5,10261.763,,17,0.924,0,94,11.25,5614932,0.1,61191.19263,81
18.4,2012,1.1,0.9,76,0,9.26,928.4170785,,2,0.922,0,94,1.98,5591572,0.1,5857.521,80
16.9,2011,1.1,0.9,79,0,10.47,10251.10872,,84,0.91,0,91,1.87,557572,0.1,61753.667,79.7
16.8,2010,1.1,0.9,84,0,10.28,954.4865933,,5,0.906,0,9,11.8,5547683,0.1,5841.41122,79.2
16.8,2009,1.1,0.9,86,0,10.08,9765.616994,,6,0.906,0,89,11.47,552395,0.1,58163.29359,78.9
16.8,2008,1.1,0.9,88,0,10.7,10761.18209,,14,0.906,0,88,1.18,5493621,0.1,64322.6664,78.8
16.7,2007,1.2,0.9,93,0,10.99,9703.068121,,2,0.904,0,87,9.99,5461438,0.1,58487.451,78.4
16.9,2006,1.2,0.9,93,0,11.02,850.9544783,,27,0.902,0,93,9.92,5437272,0.1,5226.99311,78.1
16.6,2005,1.2,1,92,0,11.28,7627.412444,,2,0.897,0,93,9.77,5419432,0.1,48799.8237,78.1
16.5,2004,1.2,1,98,0,11.27,6948.839868,,0,0.893,0,95,9.67,544523,0.1,46511.6457,77.7
16.3,2003,1.2,1,11,0,11.54,650.9813544,,0,0.882,0,96,9.51,539574,0.1,4458.7764,77.3
16.6,2002,1.2,1,14,0,11.34,4801.546125,,32,0.875,0,98,9.33,5375931,0.1,33228.69291,77
16.2,2001,1.3,1,12,0,11.56,530.4832336,,11,0.862,0,97,9.1,5358783,0.1,3751.64946,77
16.5,2000,1.3,1,12,0,11.69,508.7496912,,14,0.86,0,97,8.7,5339616,0.1,3743.55917,76.9
6.3,2015,5.6,5.4,241,1,,0,84,47,0.47,1,84,,927414,2.1,1862.167274,63.5
6.3,2014,5.6,5.4,252,1,0.38,24.73299655,78,0,0.467,1,78,1.57,912164,2.1,174.91511,63
6.3,2013,5.6,5.4,256,1,0.53,229.4410095,82,28,0.464,2,82,9.14,896688,2.1,1622.637974,62.7
6.3,2012,5.6,5.5,263,1,0.52,217.2125786,81,709,0.46,2,81,8.95,881185,1.9,1536.15685,62.2
5.9,2011,5.6,5.5,268,1,0.39,20.35974738,87,49,0.451,2,87,8.71,865937,2.7,143.986898,61.8
5.5,2010,5.6,5.6,273,1,0.44,187.4960097,88,7,0.441,2,88,8.84,851146,3.1,1325.99724,61.3
5.3,2009,5.7,5.6,279,1,0.49,177.2671607,89,48,0.436,2,89,8.37,83684,3.2,1253.657431,69
5,2008,5.7,5.6,289,1,0.49,171.7686449,88,143,0.427,2,89,8.5,822934,3.3,1214.77118,62
4.5,2007,5.8,5.7,296,1,0.45,20.86878709,25,24,0.416,2,88,7.72,8942,3.5,147.586896,59.8
4.3,2006,5.8,5.7,39,2,1.02,121.4812077,,49,0.405,2,72,7.5,79628,3.7,965.6693779,59.1
4,2005,5.9,5.8,318,2,1.23,12.70325933,,298,0.396,2,71,7.21,783254,3.9,94.7297489,58.6
3.7,2004,6,5.9,326,2,1.18,106.0354659,,71,0.388,2,64,6.76,77752,4,864.184726,58.1
3.5,2003,6.1,5.9,325,2,1.02,94.13302875,,37,0.378,2,68,6.22,758615,4.2,819.974118,58
3.3,2002,6.2,6,322,2,1.03,13.46662004,,50,0.372,2,62,5.45,746221,4.3,792.15412,57.9
2.9,2001,6.3,6.1,323,2,0.95,92.4978948,,79,0.363,2,49,5.37,732711,4.3,781.2322196,57.7
2.9,2000,6.4,6.1,325,2,1.34,91.95075901,,183,0.361,2,46,5.75,717584,4.1,768.176767,57.4
12.7,2013,2.7,2.6,,0,0.01,11.41955507,96,0,0.721,0,96,5.58,,0.1,722.75665,
13.2,2015,3.3,3.2,152,6,,0,81,0,0.718,7,87,,1528394,0.3,6468.471648,73.9
13.2,2014,3.3,3.2,154,6,5.92,1088.244952,89,0,0.712,7,9,4.38,145844,0.3,6268.692122,73.6
13.2,2013,3.3,3.2,157,6,5.93,97.52211538,8,0,0.709,7,82,4.12,1281296,0.3,627.55544,73.4
13.1,2012,3.3,3.2,174,6,5.93,857.1307037,74,0,0.706,7,85,4.26,115495,0.4,5968.876767,72.1
13,2011,3.3,3.2,16,6,5.91,843.7876995,8,2,0.703,7,84,4.22,12795,0.7,5759.643,73.1
12.9,2010,3.3,3.3,166,6,6.02,664.5585242,83,0,0.697,8,85,4.6,9897985,0.9,5451.6696,72.7
12.9,2009,3.4,3.3,157,6,6.05,587.8828228,8,0,0.695,8,85,4.41,9767758,1.2,4952.67753,73.6
12.8,2008,3.4,3.3,161,6,6.12,49.09241952,81,0,0.692,8,86,4.2,963652,1.4,511.37937,73.3
12.7,2007,3.4,3.4,164,6,6.05,74.8217488,81,0,0.685,8,86,4.34,954353,1.6,4647.31359,72.9
12.6,2006,3.5,3.4,178,7,6.2,352.9551269,84,0,0.677,8,88,4.34,9371338,1.8,3836.468771,72.3
12.6,2005,3.5,3.4,28,7,5.71,289.7418649,87,0,0.668,8,86,4.26,9237566,2,3681.5993,69.7
12.5,2004,3.6,3.5,214,7,5.16,182.6162515,82,0,0.666,8,66,4.28,912998,2.1,2421.9662,69.3
12.4,2003,3.6,3.5,22,7,6.32,293.0196601,79,0,0.665,8,65,5.53,896776,2.3,2372.628827,73
12.3,2002,3.7,3.6,189,7,6.43,4.67359227,63,0,0.66,8,74,5.79,8832285,2.4,38.46578,71.4
12.3,2001,3.8,3.6,188,7,6.13,340.0239945,66,113,0.656,9,71,5.59,8697126,2.5,2862.154836,71.2
12.2,2000,3.8,3.7,176,7,6.58,44.79247812,68,253,0.651,9,71,5.9,8562622,2.5,282.4242,72
14,2015,1.2,1.1,118,6,,0,78,0,0.739,7,84,,16144368,0.1,625.62224,76.2
14,2014,1.2,1.1,121,6,3.82,79.11626341,83,0,0.737,7,84,9.16,1593112,0.1,6432.216537,76
13.4,2013,1.3,1.1,121,6,3.77,59.12850204,87,0,0.725,8,87,7.29,15661547,0.1,674.9829,76
13.3,2012,1.3,1.2,127,7,3.92,41.88087712,88,72,0.717,8,85,6.48,15419666,0.1,572.14313,75.5
13.2,2011,1.3,1.2,131,7,3.99,344.7412164,88,257,0.71,8,85,5.92,15177355,0.1,5223.351763,75.3
13.1,2010,1.3,1.2,134,7,3.95,367.9285652,9,0,0.703,8,88,5.9,1493469,0.1,4657.32361,75
13.1,2009,1.3,1.2,137,7,3.87,282.1440066,91,0,0.702,8,91,5.58,14691275,0.1,4255.56571,75.1
13,2008,1.3,1.2,139,7,3.76,197.9303077,93,1,0.698,9,94,5.66,14447562,0.1,4274.95265,74.6
12.9,2007,1.4,1.3,14,7,3.63,19.60467787,94,0,0.696,9,95,5.94,1425453,0.2,359.71886,74.7
12.8,2006,1.4,1.3,144,8,3.52,19.13983284,96,0,0.693,9,92,5.86,1396748,0.3,335.786541,74.4
12.8,2005,1.4,1.3,151,8,3.54,18.09317114,92,0,0.688,9,89,5.87,13735233,0.3,321.942547,74.2
12.7,2004,1.5,1.3,148,8,3.65,16.37920405,88,0,0.682,9,9,6.22,1359647,0.3,278.557892,74.4
12.6,2003,1.5,1.4,151,8,3.69,18.26183281,82,0,0.679,10,97,6.46,1328961,0.3,244.46898,74.4
12.5,2002,1.5,1.4,157,8,3.88,187.3843511,75,0,0.675,10,88,4.62,13726,0.3,2183.966796,73.6
12.4,2001,1.6,1.5,158,9,4.13,14.5887403,69,2,0.67,10,9,3.86,12852755,0.3,193.741571,73.4
12.4,2000,1.6,1.5,163,9,3.99,84.17527008,36,0,0.668,11,83,3.38,12628596,0.3,1451.29776,72.8
13.1,2015,2.8,2.8,159,51,,0,93,5432,0.688,60,93,,,0.1,,79
13.1,2014,2.8,2.8,161,53,0.21,0,94,1314,0.686,62,94,5.64,,0.1,,78
12.8,2013,2.9,2.8,159,54,0.21,0,97,405,0.681,63,97,5.46,,0.1,,79
12.4,2012,2.9,2.8,165,54,0.23,0,93,245,0.673,64,93,5.29,,0.1,,72
12.4,2011,2.9,2.9,168,55,0.22,0,96,26,0.671,64,96,5.4,,0.1,,74
12.2,2010,3,2.9,173,54,0.22,0,97,16,0.665,64,97,4.8,,0.1,,70
12,2009,3,3,174,54,0.21,0,97,608,0.659,64,97,5.1,,0.1,,69.9
11.9,2008,3.1,3,172,54,0.24,0,97,668,0.651,65,97,4.82,,0.1,,69.8
11.7,2007,3.1,3.1,171,55,0.21,0,98,1684,0.644,65,98,4.95,,0.1,,69.7
11.5,2006,3.2,3.1,175,55,0.18,0,98,953,0.636,66,98,5.24,,0.1,,69.5
11.4,2005,3.2,3.2,174,56,0.16,0,98,77,0.629,68,98,5.6,,0.1,,69.4
11.2,2004,3.3,3.2,176,57,0.16,0,97,80,0.623,70,97,5.21,,0.1,,69
11.3,2003,3.3,3.3,178,59,0.15,0,98,164,0.621,72,98,5.41,,0.1,,68.6
11.2,2002,3.4,3.4,177,61,0.15,0,97,653,0.617,75,97,5.97,,0.1,,68.7
11.1,2001,3.5,3.4,177,63,0.14,0,99,2150,0.612,78,99,5.75,,0.1,,68.6
11,2000,3.6,3.5,171,65,0.14,0,98,2633,0.606,82,98,5.55,,0.1,,68.8
13.2,2015,1.6,1.5,178,2,,0,91,0,0.678,2,92,,6312478,0.2,4127.11775,73.5
13.2,2014,1.6,1.6,181,2,2.52,665.7260253,93,0,0.676,2,93,6.77,6281189,0.2,3988.771871,73.3
13.2,2013,1.6,1.6,184,2,2.42,653.6925016,92,0,0.675,2,92,6.95,625777,0.2,3895.664491,73
13.2,2012,1.6,1.6,181,2,2.48,591.7757569,92,0,0.67,2,93,6.7,6221246,0.3,3827.786267,73
13,2011,1.7,1.6,197,2,2.37,549.2783081,89,0,0.666,2,9,6.81,619256,0.3,3736.58713,72
12.9,2010,1.7,1.6,191,2,2.36,469.3904193,89,0,0.662,2,89,6.91,6164626,0.3,3474.392445,72
12.8,2009,1.7,1.6,23,2,2.55,416.4338399,91,0,0.662,2,91,6.83,6137276,0.3,3366.482133,71.4
13.4,2008,1.8,1.7,194,2,2.68,53.95949877,98,0,0.659,3,98,6.21,61131,0.3,357.347674,71.7
12.9,2007,1.8,1.7,23,2,2.83,52.30172215,99,0,0.657,3,99,6.32,683475,0.3,334.83817,71.2
12.9,2006,1.8,1.7,211,3,2.77,57.74562629,96,0,0.651,3,96,6.68,656478,0.2,362.951768,75
12.7,2005,1.9,1.8,213,3,2.77,440.6027042,89,0,0.644,3,89,7.19,628961,0.2,2835.281237,71
12.4,2004,1.9,1.8,215,3,2.9,398.6058322,9,0,0.636,3,9,7.3,6775,0.3,2632.79942,70
12,2003,2,1.9,29,3,3.1,400.1342971,94,0,0.628,4,93,7.61,5971535,0.3,2519.737387,69.9
11.8,2002,2,1.9,24,3,2.97,29.68529375,81,0,0.621,4,81,7.9,59433,0.4,248.4125,73
11.6,2001,2.1,2,219,4,2.88,332.1056586,75,2,0.615,4,94,8.2,595962,0.4,2338.772244,68.9
11.3,2000,2.1,2,218,4,2.79,353.6690328,99,0,0.607,5,98,8.17,5867626,0.4,2238.4116,69
9.2,2015,8.4,8.3,32,3,,0,16,1250,0.582,4,17,,1175389,4.2,1347.31257,58.2
9.2,2014,8.5,8.4,32,3,0.01,13.40477417,2,13,0.582,4,24,3.8,1129424,4.4,192.59733,57.9
9.2,2013,8.6,8.6,327,3,10.72,156.3907685,,321,0.586,4,3,3.73,183746,5.7,2246.9938,57.4
9.2,2012,8.7,8.7,337,3,11.89,1500.412635,,1190,0.583,4,3,4,138593,8.2,21557.6528,56.7
9.2,2011,8.9,8.8,344,3,10.99,1493.051277,,0,0.58,4,39,3.29,99429,7.7,21451.88617,56.2
9.2,2010,9,9,339,3,9.93,1192.696619,,0,0.589,4,59,3.84,95114,7.2,17136.44568,56.1
9.1,2009,9.2,9.2,34,3,7.97,115.0692415,,78,0.59,4,57,5.32,99111,7.3,1653.2937,55.7
9.1,2008,9.3,9.3,338,3,8.34,1705.678619,,436,0.592,4,55,2.31,868418,6.3,22742.38159,55.4
9,2007,9.5,9.5,339,3,6.86,1024.519543,,5,0.587,4,54,2.25,829327,5.9,15761.83913,55
9,2006,9.7,9.6,337,3,7.28,827.5979335,,0,0.569,4,52,2.13,792217,5.3,12732.2759,54.8
8.7,2005,9.8,9.8,337,3,7.19,12.0661671,,0,0.563,4,5,1.63,757317,4.9,185.63334,54.4
8.5,2004,1,1,336,3,6.28,44.54768305,,38,0.553,4,48,2.4,724817,4.4,685.34897,54.1
8.4,2003,1.2,1.1,334,3,7.13,309.7834587,,18,0.554,4,46,2.23,694611,3.6,3577.176197,53.8
8.2,2002,1.4,1.3,334,3,6.01,234.7874207,,24,0.542,4,44,2.5,66647,2.9,2711.17114,53.5
8,2001,1.6,1.4,334,3,5.07,197.7839552,,1339,0.527,4,43,1.78,639762,2.3,2283.87939,53.1
0,2000,1.7,1.6,336,3,4.46,14.95451321,,0,0,4,41,2.73,614323,1.9,172.68491,52.7
5,2015,8.4,8.2,255,5,,0,95,198,0.418,7,95,,,0.4,,64.7
5,2014,8.5,8.3,261,5,0.01,0,94,127,0.416,8,94,3.34,,0.4,,64.4
5,2013,8.6,8.4,266,6,0.01,0,94,45,0.414,8,94,3.1,,0.5,,64
5,2012,8.7,8.6,274,6,0.01,0,94,194,0.41,8,94,2.98,,0.6,,63.6
5,2011,8.8,8.7,286,6,0.62,20.97991915,96,48,0.405,8,96,3.6,447469,0.7,582.775532,62.9
5.1,2010,8.9,8.8,298,6,0.61,17.35739784,9,51,0.404,9,9,3.24,43984,0.9,482.14994,62.1
5.2,2009,9,8.9,311,6,0.63,1.575160196,92,82,0.402,9,92,3.3,431334,1,43.7544499,61.4
5.2,2008,9.1,9.1,322,6,0.49,11.76572311,94,0,0.406,9,94,3.69,4232636,1.1,326.825642,67
5.3,2007,9.2,9.2,329,6,1.23,11.42385961,91,55,0.405,9,91,3.29,4153332,1.3,317.3294336,62
5.3,2006,9.3,9.3,336,7,0.97,10.60269773,94,128,0.405,9,94,3.3,466648,1.4,297.828588,59.7
5.4,2005,9.4,9.5,34,7,1.07,5.064688968,96,19,0,9,96,2.97,39697,1.6,276.75896,59.4
5,2004,9.6,9.6,342,7,0.64,10.26097341,84,24,0,10,98,3.14,3858623,1.8,287.4222243,59.1
4.7,2003,9.7,9.7,343,7,0.56,6.913998013,91,376,0,10,95,3.5,3738265,1.9,232.7945459,58.8
4.4,2002,9.9,9.9,343,7,0.83,0.703132179,86,460,0,10,92,4.2,3614639,1.9,21.7687981,58.5
4.3,2001,1,1,345,7,0.61,5.593619538,,204,0,10,89,3.95,3497124,2,215.139213,58.1
3.9,2000,1.2,1.1,593,7,0.83,0.735940361,,789,0,10,82,4.43,339281,1.9,28.1969487,45.3
16.5,2015,1.9,1.9,119,0,,0,91,4,0.863,0,93,,131547,0.1,1774.9291,77.6
16.5,2014,1.9,1.9,122,0,0.01,2700.07305,93,0,0.86,0,93,6.38,1314545,0.1,19941.45532,77.3
16.5,2013,1.9,1.9,127,0,0.01,261.2914808,93,2,0.856,0,94,6.48,1317997,0.1,1929.7746,76.9
16.5,2012,1.9,1.9,135,0,0.01,2263.103797,94,4,0.85,0,94,6.36,1322696,0.1,17421.8922,76.3
16.4,2011,1.9,2,138,0,0.01,2146.945741,94,7,0.838,0,93,5.83,1327439,0.1,17454.84342,76.1
16.2,2010,1.9,2,137,0,14.97,1802.017593,94,0,0.833,0,94,6.25,1331475,0.1,14638.6482,75.6
16.1,2009,2,2,156,0,15.04,1717.088711,95,0,0.836,0,95,6.93,1334515,0.1,14726.31828,74.9
16.1,2008,2,2.1,167,0,16.99,225.0723618,94,0,0.835,0,95,6.6,13379,0.1,1894.5485,74.2
16.1,2007,2,2.1,189,0,17.87,1904.12469,95,1,0.829,0,95,5.16,13468,0.1,16586.452,73
16.1,2006,2.1,2.2,188,0,16.58,244.3510801,95,27,0.822,0,95,5.1,134681,0.1,12595.4165,73
15.9,2005,2.1,2.2,189,0,15.52,153.5045263,95,2,0.812,0,96,5.2,1354775,0.1,1338.31322,72.8
15.7,2004,2.2,2.3,195,0,15.07,101.1201161,9,0,0.805,0,95,5.13,136255,0.1,885.465115,72.3
15.6,2003,2.2,2.3,199,0,11.64,132.7233922,,0,0.798,0,95,4.92,13772,0.1,7174.237415,71.9
15.4,2002,2.3,2.4,211,0,11.48,7.806042825,,0,0.791,0,94,4.84,137935,0.1,538.347781,71.2
15,2001,2.4,2.5,225,0,0.01,88.62945822,,0,0.781,0,94,4.85,1388115,0.1,4498.95727,78
14.4,2000,2.5,2.5,218,0,0.01,5.34809451,,9,0.764,0,93,5.28,1396985,0.1,47.32827,78
8.4,2015,1.4,1.2,225,136,,0,77,17745,0.441,194,75,,9987333,0.6,645.4637627,64.8
8.4,2014,1.5,1.3,234,140,0.01,89.95805845,77,12739,0.435,202,75,4.88,97366774,0.6,571.1622759,64.2
8.4,2013,1.6,1.4,237,145,1.86,8.313282039,72,5253,0.427,211,7,5.19,94887724,0.9,52.1535887,63.7
8.4,2012,1.7,1.5,241,150,1.84,86.82551124,69,4347,0.422,221,7,5.77,92444183,1.2,468.567249,63.3
8.2,2011,1.9,1.6,249,156,1.32,67.77565369,65,3255,0.411,231,7,6.55,946756,1.4,354.8463544,62.6
8.1,2010,11,1.7,261,162,1.34,67.73374413,62,4235,0.401,243,69,6.86,877267,1.7,341.39992,61.8
8.1,2009,11.1,1.8,274,169,1.17,53.77354001,56,1176,0.393,256,65,4.41,85416253,2,379.7566385,68
7.6,2008,11.2,1.9,289,177,1.13,38.55783268,52,3511,0.378,270,63,4.28,83184892,2.4,325.3825543,59.8
7.1,2007,11.3,11,39,186,1.06,30.46451811,47,1446,0.362,286,61,4.69,8149,2.8,243.326822,58.5
6.6,2006,11.4,11.1,328,196,1.22,22.18952246,,1451,0.346,304,59,4.47,7885689,3.3,193.794956,57.2
5.8,2005,11.5,11.2,343,206,0.99,18.03753133,,357,0.325,323,56,4.2,7672783,3.7,161.6266248,56
5.4,2004,11.5,11.3,354,217,0.86,1.506962482,,73,0.31,342,54,4.23,7462445,4.1,135.7623858,55
5.2,2003,11.6,11.5,363,228,0.79,10.97201912,,228,0.306,360,55,4.64,72545144,4.4,118.8734466,54
4.9,2002,11.7,11.6,369,237,0.8,10.82452594,,3332,0.298,377,55,4.73,7497192,4.6,111.3634356,53.2
4.3,2001,11.8,11.7,372,246,0.85,1.186227577,,2366,0.283,392,55,4.26,68492257,4.9,12.1789279,52.5
3.9,2000,11.9,11.8,391,253,0.88,11.59481766,,1660,0,404,55,4.36,66537331,5,123.876257,51.2
15.3,2015,4,3.7,188,0,,0,99,0,0.734,0,99,,892149,0.1,4921.89629,69.9
15.2,2014,4,3.7,19,0,0.01,50.539484,99,0,0.727,0,99,4.49,88586,0.1,546.3728,69.7
15,2013,4,3.7,192,0,0.01,460.6487805,99,0,0.719,0,99,4.26,879715,0.1,4763.68956,69.6
14.9,2012,4,3.7,195,0,0.01,431.4854874,99,0,0.714,0,99,4.16,873596,0.1,4546.73854,69.4
14.7,2011,4,3.7,197,0,0.01,401.7931045,99,0,0.709,0,99,4.6,86786,0.1,4353.121392,69.2
14.6,2010,4,3.7,2,0,2.25,62.08343533,99,0,0.706,0,99,4.23,85995,0.1,3651.966784,69.1
14.5,2009,4,3.7,23,0,2.31,60.65068446,99,1,0.704,0,99,4.26,851967,0.1,3369.48247,68.9
14.3,2008,4,3.7,26,0,1.95,81.04656111,99,0,0.7,0,99,3.68,84334,0.1,4177.657789,68.7
14.2,2007,4.1,3.8,29,0,2.09,5.889526221,99,0,0.698,0,99,3.74,834812,0.1,478.82327,68.6
14,2006,4.1,3.8,211,0,2.06,52.1241634,99,136,0.695,0,98,3.84,827411,0.1,3749.939813,68.5
13.9,2005,4.1,3.8,214,0,2.02,64.39203443,99,0,0.699,0,97,3.61,821817,0.1,3658.63832,68.3
13.4,2004,4.2,3.9,218,0,1.63,43.99452464,99,37,0.691,0,96,3.61,818354,0.1,3332.918533,68.1
13.3,2003,4.2,3.9,22,0,1.76,253.8196705,99,305,0.689,0,95,3.35,816628,0.1,2835.973972,68
13.3,2002,4.2,3.9,22,0,1.85,206.071686,99,304,0.687,0,94,3.48,815691,0.1,2259.55796,67.9
13.2,2001,4.3,4,221,0,1.93,20.7119129,98,17,0.683,0,92,3.28,814218,0.1,238.891729,67.8
13.1,2000,4.3,4,221,0,2.05,31.25834616,98,0,0.681,0,91,3.87,811223,0.1,276.1338,67.7
17,2015,0.9,0.8,76,0,,0,,2,0.893,0,97,,5479531,0.1,4245.39744,81.1
17,2014,0.9,0.8,78,0,8.8,6164.455402,,0,0.89,0,98,9.68,5461512,0.1,49914.61864,89
17,2013,0.9,0.8,79,0,8.97,6115.496624,,2,0.887,0,98,9.55,5438972,0.1,49638.7713,87
17,2012,0.9,0.8,82,0,9.24,5889.012536,,0,0.884,0,99,9.3,5413971,0.1,47415.55987,84
16.9,2011,0.9,0.8,86,0,9.81,71.01620838,,27,0.878,0,99,9.1,5388272,0.1,579.72415,83
16.8,2010,0.9,0.8,89,0,9.72,591.6691405,,5,0.874,0,99,9.5,5363352,0.1,4622.41516,79.9
17,2009,0.9,0.8,91,0,9.96,579.7384368,,2,0.878,0,99,9.2,5338871,0.1,4717.15571,79.7
17.1,2008,0.9,0.8,94,0,10.26,678.88112,,5,0.876,0,97,8.35,5313399,0.1,5341.31487,79.6
17.2,2007,0.9,0.8,96,0,10.45,6147.1323,,0,0.873,0,97,8.9,528872,0.1,48288.5491,79.3
17.2,2006,0.9,0.8,96,0,10.15,524.7775227,,0,0.869,0,97,8.38,5266268,0.1,4112.67651,79.2
17.1,2005,0.9,0.8,11,0,9.95,4816.589613,,1,0.864,0,97,8.43,524696,0.1,38969.17163,78.9
18.3,2004,0.9,0.8,12,0,9.89,4508.806185,,0,0.869,0,96,8.21,5228172,0.1,37636.11173,78.7
18.1,2003,0.9,0.8,98,0,9.31,3869.026302,,0,0.866,0,96,8.15,521314,0.1,32816.1688,78.4
18,2002,0.9,0.8,98,0,9.25,3099.357319,,0,0.863,0,95,7.81,52598,0.1,26834.2625,78.1
17.7,2001,0.9,0.8,1,0,8.94,2775.33544,,1,0.856,0,95,7.43,51888,0.1,24913.24452,78
17.3,2000,0.9,0.9,15,0,8.59,397.7533689,,0,0.847,0,96,7.22,517629,0.1,24253.2542,77.5
16.3,2015,0.7,0.6,78,2,,0,86,157,0.894,3,98,,6662468,0.1,36526.7711,82.4
16.2,2014,0.6,0.6,79,3,11.5,6739.677606,83,267,0.89,3,98,11.54,66331957,0.1,42955.24287,82.2
16.2,2013,0.6,0.6,81,3,11.1,6646.953935,74,272,0.887,3,99,11.56,6599857,0.1,42554.1225,82
16.1,2012,0.6,0.6,83,3,11.5,751.3793553,78,0,0.885,3,99,11.44,6565979,0.1,4838.2444,81.5
16.1,2011,0.6,0.6,83,3,11.8,683.9190568,74,14949,0.882,3,99,11.33,65342776,0.1,4381.288,81.7
16,2010,0.6,0.6,86,3,11.7,72.8001211,65,5048,0.879,3,99,11.2,6527512,0.1,473.34279,81.3
16,2009,0.6,0.6,88,3,11.8,6415.35735,51,1541,0.879,3,98,11.28,647744,0.1,41631.13141,81.1
16.1,2008,0.6,0.6,88,3,11.9,7002.785925,47,604,0.877,3,98,1.57,6437499,0.1,45413.6571,89
16.1,2007,0.6,0.6,89,3,12.2,64.73714894,42,39,0.873,3,99,1.45,6416229,0.1,416.58397,89
16.1,2006,0.6,0.6,92,3,12.4,5689.991931,39,40,0.87,4,99,1.53,63621376,0.1,36544.5853,86
15.5,2005,0.6,0.6,93,3,12.2,5451.701225,35,36,0.86,4,98,1.6,63179356,0.1,34879.72633,81
15.5,2004,0.6,0.6,94,3,13.18,5291.234786,35,4448,0.857,4,99,1.53,6274897,0.1,33874.74255,82
15.4,2003,0.6,0.6,99,3,13.49,4572.441963,28,0,0.852,4,96,1.43,62244884,0.1,29691.18158,79.3
15.5,2002,0.7,0.6,11,3,13.78,3779.655273,29,5185,0.851,4,97,1.22,6185267,0.1,24275.2426,79.2
15.6,2001,0.7,0.6,13,3,13.89,3451.185079,28,0,0.849,4,98,9.89,61357431,0.1,22527.31775,79
15.7,2000,0.7,0.6,13,3,13.63,3410.284431,26,10000,0.844,4,98,9.77,6912498,0.1,22465.64184,78.8
12.6,2015,6.1,5.9,229,2,,0,8,27,0.694,3,79,,193175,2.7,7388.984144,66
12.6,2014,6.1,6,237,2,0.01,715.2816939,7,33,0.687,3,68,3.44,1875713,2.8,9692.163874,65.5
12.5,2013,6.2,6.1,255,2,8.86,154.8758879,79,122,0.678,3,77,3.98,1817271,3.7,9679.742995,64.6
12.5,2012,6.3,6.2,276,2,8.3,805.3925284,82,2,0.669,3,8,3.13,1756817,4.9,9774.18117,63.5
12.5,2011,6.4,6.3,289,2,8.9,133.5223672,75,2,0.664,3,75,3.12,169711,6,1716.2258,62.8
12.5,2010,6.5,6.4,294,2,8.85,145.318282,67,1,0.66,3,68,3.41,16421,7,8754.113376,62.3
12.4,2009,6.7,6.5,31,2,8.64,52.31086276,79,0,0.652,3,74,3.43,1586754,8,763.66223,61.7
12.4,2008,6.8,6.6,298,2,8.75,11.05422474,82,3,0.651,3,81,2.54,1536411,8.9,194.2746,61.6
